Longitude,Latitude,Ontario_Geospatial_ID,MOH_ID,Service_Type,Service_Detail,Name_Health_Provider,Address,Unit/Floor,Address_Type,Community/Muncipality,Postal_Code
-84.33152386,46.5115822,137289065,30636,Mental Health and Addiction Organization,Addiction Services,Maamwesying North Shore Community Health Services Inc.,123 March Street,"Suite 503, Soo Centre",Practice Location,Sault Ste. Marie,P6A2Z5
-82.51966941,45.8963683,137289066,8533,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Noojmowin Teg Health Centre,Highway 540,"48 Hillside Road, Aundeck Omni Kaning First Nation",Administration and Practice Location,Northeastern Manitoulin and the Islands,P0P1K0
-81.72887264,45.79743493,137289067,8534,Mental Health and Addiction Organization,Mental Health Services,Noojmowin Teg Health Centre,16 Complex Drive,Suite A,Practice Location,Wikwemikong,P0P2J0
-81.99453765,45.95793884,137289068,8535,Mental Health and Addiction Organization,Mental Health Services,Noojmowin Teg Health Centre,12 Hill Street,"R.R. 1, Suite B",Practice Location,Little Current,P0P1K0
-82.15528798,45.79216601,137289069,8536,Mental Health and Addiction Organization,Mental Health Services,Noojmowin Teg Health Centre,689 Highway 551,Suite A,Practice Location,M'Chigeeng,P0P1G0
-82.84982812,45.92231709,137289070,8537,Mental Health and Addiction Organization,Mental Health Services,Noojmowin Teg Health Centre,Sheshegwaning Road,Unit B,Practice Location,Sheshegwaning,P0P1X0
-82.85000472,45.91667569,137289071,8538,Mental Health and Addiction Organization,Mental Health Services,Noojmowin Teg Health Centre,36 Sagon Road,0,Practice Location,Sheshegwaning,P0P1X0
-81.77635469,46.06813957,137289072,8539,Mental Health and Addiction Organization,Mental Health Services,Noojmowin Teg Health Centre,45 Bay of Islands Road,0,Practice Location,Birch Island,P0P1A0
-81.90659341,45.88227684,137289073,8540,Mental Health and Addiction Organization,Mental Health Services,Noojmowin Teg Health Centre,142 Ogemah Miikan,R.R. 1,Practice Location,Sheguiandah,P0P1W0
-81.76478791,46.2569708,137289074,30448,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Noojmowin Teg Health Centre,407 Centre Street,0,Practice Location,Espanola,P5E1J5
-93.36075765,48.62881969,137289075,8573,Mental Health and Addiction Organization,Mental Health Services,Gizhewaadiziwin Health Access Centre,1460 Idylwild Drive,0,Administration and Practice Location,Fort Frances,P9A3M3
-75.65898873,45.43735776,137289076,9432,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Wabano Centre for Aboriginal Health,299 Montreal Road,0,Administration and Practice Location,Ottawa,K1L6B8
-79.84311419,43.24835649,137289077,9614,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,De Dwa Da Dehs Nye Aboriginal Health Access Centre,678 Main Street East,0,Administration and Practice Location,Hamilton,L8M1K2
-80.27146732,43.14098785,137289078,9632,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,De Dwa Da Dehs Nye Aboriginal Health Access Centre,72 Brant Avenue,3rd Floor,Practice Location,Brantford,N3T5Z8
-79.23018339,43.16328251,137289079,22541,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,De Dwa Da Dehs Nye Aboriginal Health Access Centre,145 Queenston Street,Suite 204,Practice Location,St. Catharines,L2R2Z7
-89.25774036,48.39063116,137289080,12252,Mental Health and Addiction Organization,Mental Health Services,Brain Injury Services of Northern Ontario,426 Balmoral Street,0,Administration and Practice Location,Thunder Bay,P7C5G8
-81.00771418,46.47514368,137287581,2604,Long-Term Care Home,NH for-profit,Extendicare York,333 York Street,0,0,Greater Sudbury,P3E5J3
-84.31211666,46.55152251,137287582,2936,Long-Term Care Home,NH non-profit,F.J. Davey Home,733 Third Line East,0,0,Sault Ste. Marie,P6A7C1
-82.41323114,42.59420165,137287583,2823,Long-Term Care Home,NH for-profit,Fairfield Park,1934 Dufferin Avenue,0,0,Chatham-Kent,N8A4M2
-78.3181676,44.32761635,137287584,M520,Long-Term Care Home,MHFA,Fairhaven,881 Dutton Road,0,0,Peterborough,K9H7S4
-76.464904,44.31344923,137287585,M521,Long-Term Care Home,MHFA,Fairmount Home for the Aged,2069 Battersea Road,R.R. 1,0,Kingston,K0H1S0
-79.21258418,45.32656858,137287586,2708,Long-Term Care Home,NH non-profit,Fairvern Nursing Home,14 Mill Street,0,0,Huntsville,P1H2A4
-78.95065887,43.87847845,137287587,M522,Long-Term Care Home,MHFA,Fairview Lodge,632 Dundas Street West,Postal Office Box 300,0,Whitby,L1N5S3
-76.18838108,45.2295246,137287588,2973,Long-Term Care Home,NH non-profit,Fairview Manor,75 Spring Street,0,0,Mississippi Mills,K0A1A0
-80.34314607,43.3985564,137287589,2992,Long-Term Care Home,CHFA,Fairview Mennonite Home,515 Langs Drive,0,0,Cambridge,N3H5E4
-79.4285026,43.64812078,137287590,2723,Long-Term Care Home,NH for-profit,Fairview Nursing Home,14 Cross Street,0,0,Toronto,M6J1S8
-79.7413989,43.65401717,137287591,2745,Long-Term Care Home,NH non-profit,Faith Manor Nursing Home,7900 Mclaughlin Road South,0,0,Brampton,L6Y5A7
-78.73121905,44.52846487,137287592,2850,Long-Term Care Home,NH for-profit,Fenelon Court,44 Wychwood Crescent,0,0,Kawartha Lakes,K0M1N0
-82.13531788,42.87783282,137287593,2673,Long-Term Care Home,NH for-profit,Fiddick's Nursing Home,437 First Avenue,Postal Office Box 340,0,Petrolia,N0N1R0
-79.27793126,43.76728591,137287594,2906,Long-Term Care Home,NH for-profit,Fieldstone Commons Care Community,1000 Ellesmere Road,0,0,Toronto,M1P5G2
-80.92747196,46.48430118,137287595,2829,Long-Term Care Home,NH for-profit,Finlandia Hoivakoti Nursing Home,233 4th Avenue,0,0,Greater Sudbury,P3B4C3
-80.52997973,43.42864339,137287596,2707,Long-Term Care Home,NH for-profit,Forest Heights,60 Westheights Drive,0,0,Kitchener,N2N2A8
-75.9096673,45.31439133,137287597,2834,Long-Term Care Home,NH for-profit,Forest Hill,6501 Campeau Drive,0,0,Ottawa,K2K3E9
-78.59902266,43.91591967,137287598,2625,Long-Term Care Home,NH for-profit,Fosterbrooke,330 King Street West,0,0,Toronto,L1B1G9
-79.30496587,43.7205599,137287599,2836,Long-Term Care Home,NH for-profit,Fountain View Care Community,1800 O'Connor Drive,0,0,Toronto,M4A1W7
-80.25558732,43.15691886,137287600,2570,Long-Term Care Home,NH for-profit,Fox Ridge Care Community,389 West Street,0,0,Brantford,N3R3V9
-83.67974117,49.684904,137287601,2940,Long-Term Care Home,NH non-profit,Foyer Des Pionniers,67 15th Street,Postal Office Box 1538,0,Hearst,P0L1N0
-79.22397128,42.99056398,137287602,3022,Long-Term Care Home,CHFA,Foyer Richelieu Welland,655 Tanguay Avenue,0,0,Welland,L3B6A1
-75.22838047,45.29344185,137287603,2746,Long-Term Care Home,NH for-profit,Foyer St-Viateur Nursing Home,1003 Limoges Road South,0,0,Limoges,K0A2M0
-82.59816325,42.03083044,137287604,2602,Long-Term Care Home,NH for-profit,Franklin Gardens Long Term Care Home,24 Franklin Road,0,0,Leamington,N8H4B7
-77.03753557,44.20121569,137287605,934,Long-Term Care Home,NH for-profit,Friendly Manor Nursing Home,9756 County Road,"Unit 2, Postal Office Box 305",0,Deseronto,K0K1X0
-78.74802864,44.34280974,137287606,2703,Long-Term Care Home,NH for-profit,Frost Manor,225 Mary Street West,0,0,Kawartha Lakes,K9V5K3
-79.37357368,43.66608219,137287607,M524,Long-Term Care Home,MHFA,Fudger House,439 Sherbourne Street,0,0,Toronto,M4X1K6
-79.2490312,43.18091791,137287608,2364,Long-Term Care Home,NH for-profit,Garden City Manor,168 Scott Street,0,0,St. Catharines,L2N1H2
-79.49680752,43.60195707,137287609,1133,Long-Term Care Home,NH for-profit,Garden Court Nursing Home,1 Sand Beach Road,0,0,Toronto,M8V2W2
-75.9019626,45.30986923,137287610,2882,Long-Term Care Home,NH for-profit,Garden Terrace,100 Aird Place,0,0,Ottawa,K2L4H8
-80.14081206,42.88836551,137287611,2961,Long-Term Care Home,NH non-profit,Gardenview Long Term Care Home,72 Town Centre Drive,0,0,Townsend,N0A1S0
-75.68321333,45.43785466,137287612,M622,Long-Term Care Home,MHFA,Garry J. Armstrong Home,200 Island Lodge Road,0,0,Ottawa,K1N5M2
-81.12865794,44.74018959,137287613,M526,Long-Term Care Home,MHFA,Gateway Haven Long Term Care Home,671 Frank Street,Postal Office Box 10,0,Wiarton,N0H2T0
-80.92272196,44.56929937,137287614,2638,Long-Term Care Home,NH for-profit,Georgian Heights,1115 10th Street East,0,0,Owen Sound,N4K6B1
-79.91976266,44.76796585,137287615,M527,Long-Term Care Home,MHFA,Georgian Manor Home for the Aged,101 Thompsons Road,0,0,Penetanguishene,L9M0V3
-86.95472165,49.7226912,137287616,2764,Long-Term Care Home,NH non-profit,Geraldton District Hospital,500 Hogarth Avenue West,0,0,Geraldton,P0T1M0
-78.91490397,42.92080238,137287617,M528,Long-Term Care Home,MHFA,Gilmore Lodge,50 Gilmore Road,0,0,Fort Erie,L2A2M1
-75.68635693,45.39876525,137287618,2811,Long-Term Care Home,NH non-profit,Glebe Centre,77 Monk Street,0,0,Ottawa,K1S5A7
-78.68988509,43.91589256,137287619,981,Long-Term Care Home,NH non-profit,Glen Hill Marnwood,26 Elgin Street,0,0,Bowmanville,L1C3C8
-78.67351608,43.91236416,137287620,2605,Long-Term Care Home,NH non-profit,Glen Hill Strathaven,264 King Street East,0,0,Bowmanville,L1C1P9
-74.68347497,45.02603103,137287621,M529,Long-Term Care Home,MHFA,Glen-Stor-Dun Lodge,1900 Montreal Road,0,0,Cornwall,K6H7L1
-81.25477781,44.98733802,137287622,2705,Long-Term Care Home,NH non-profit,Golden Dawn Nursing Home,80 Main Street,0,0,Lion's Head,N0H1W0
-81.34354173,48.48606617,137287623,M530,Long-Term Care Home,MHFA,Golden Manor,481 Melrose Boulevard,0,0,Timmins,P4N5H3
-78.19509683,43.9743286,137287624,M531,Long-Term Care Home,MHFA,Golden Plough Lodge,983 Burnham Street,0,0,Cobourg,K9A5J6
-80.35454667,43.4042795,137287625,1033,Long-Term Care Home,NH for-profit,Golden Years Nursing Home,704 Eagle Street North,Postal Office Box 3277,0,Cambridge,N3H4T3
-79.84524378,44.15865125,137287626,2588,Long-Term Care Home,NH for-profit,Good Samaritan Nursing Home,481 Victoria Street East,0,0,New Tecumseth,L9R1J8
-79.741465,43.65292417,137287627,2942,Long-Term Care Home,NH non-profit,Grace Manor,45 Kingknoll Drive,0,0,Brampton,L6Y5P2
-79.84709659,43.21147629,137287628,2741,Long-Term Care Home,NH for-profit,Grace Villa Nursing Home,45 Lockton Crescent,0,0,Hamilton,L8V4V5
-79.6340726,42.90910834,137287629,M532,Long-Term Care Home,MHFA,Grandview Lodge / Dunnville,657 Lock Street West,0,0,Dunnville,N1A1V9
-75.90499269,45.26988372,137287630,2879,Long-Term Care Home,NH for-profit,Granite Ridge Care Community,5501 Abbott Street East,0,0,Ottawa,K2S2C5
-80.97649767,43.38347326,137287631,3023,Long-Term Care Home,CHFA,Greenwood Court,90 Greenwood Drive,0,0,Stratford,N5A7W5
-80.64323105,44.31569134,137287632,M606,Long-Term Care Home,MHFA,Grey Gables Home for the Aged,206 Toronto Street South,0,0,Markdale,N0C1H0
-79.66946724,44.4060207,137287633,2950,Long-Term Care Home,NH non-profit,Grove Park Home For Senior Citizens,234 Cook Street,0,0,Barrie,L4M4H5
-76.69678907,45.48130272,137287634,2646,Long-Term Care Home,NH for-profit,Groves Park Lodge,470 Raglan Street North,0,0,Renfrew,K7V1P5
-77.13732879,44.02512055,137287635,M556,Long-Term Care Home,MHFA,H.J. McFarland Memorial Home,603 County Road 49,"R.R. 2, Hallowell Township",0,Prince Edward,K0K2T0
-77.18100531,43.99421064,137287636,891,Long-Term Care Home,NH for-profit,Hallowell House,13628 Loyalist Parkway,0,0,Prince Edward,K0K2T0
-79.850529,43.24787249,137287637,2706,Long-Term Care Home,NH for-profit,Hamilton Continuing Care,125 Wentworth Street South,0,0,Hamilton,L8N2Z1
-79.8554984,43.3054339,137287638,2846,Long-Term Care Home,NH for-profit,Hampton Terrace Care Centre,75 Plains Road West,0,0,Burlington,L7T1E8
-81.01757275,44.15978339,137287639,2770,Long-Term Care Home,NH for-profit,Hanover Care Centre,700 19th Avenue,0,0,Hanover,N4N3S6
-80.30694993,43.08779014,137287640,2720,Long-Term Care Home,NH for-profit,Hardy Terrace,612 Mount Pleasant Road,R.R. 2,0,Brantford,N3T5L5
-79.30496587,43.7205599,137287641,2832,Long-Term Care Home,NH for-profit,Harmony Hills Care Community,1800 O'Connor Drive,0,0,Toronto,M4A1W7
-79.47017222,43.69825079,137287642,2732,Long-Term Care Home,NH non-profit,Harold and Grace Baker Centre,1 Northwestern Avenue,0,0,Toronto,M6M2J7
-77.86421482,45.0550849,137287643,M537,Long-Term Care Home,MHFA,Hastings Centennial Manor,1 Manor Lane,Postal Office Box 758,0,Bancroft,K0L1C0
-77.41249679,44.14751276,137287644,M538,Long-Term Care Home,MHFA,Hastings Manor Home for the Aged,476 Dundas Street West,Postal Office Box 458,0,Belleville,K8N5B2
-79.68888879,43.75755779,137287645,2887,Long-Term Care Home,NH for-profit,Hawthorn Woods Care Community,9257 Goreway Drive,0,0,Brampton,L6P0N5
-79.52146844,43.7562352,137287646,2586,Long-Term Care Home,NH for-profit,Hawthorne Place Care Centre,2045 Finch Avenue West,0,0,Toronto,M3N1M9
-74.73229849,45.03336123,137287647,2088,Long-Term Care Home,NH for-profit,Heartwood,201 11th Street East,0,0,Cornwall,K6H2Y6
-79.251902,43.19665771,137287648,2960,Long-Term Care Home,NH non-profit,Heidehof Long Term Care Home,600 Lake Street,0,0,St. Catharines,L2N4J4
-76.66048845,44.22612701,137287649,2728,Long-Term Care Home,NH for-profit,Helen Henderson Nursing Home,343 Amherst Drive,0,0,Amherstview,K7N1X3
-79.430342,43.67679399,137287650,2798,Long-Term Care Home,NH non-profit,Hellenic Care for Seniors (Toronto),215 Tyrrel Avenue,0,0,Toronto,M6G4A9
-79.27455406,43.74937421,137287651,2941,Long-Term Care Home,NH non-profit,Hellenic Home - Scarborough,2411 Lawrence Avenue East,0,0,Toronto,M1P4X1
-81.21565441,43.04602409,137287652,3045,Long-Term Care Home,NH for-profit,Henley Place,1961 Cedarhollow Boulevard,0,0,London,N5X0K2
-79.78959737,43.19352179,137287653,2776,Long-Term Care Home,NH non-profit,Heritage Green Nursing Home,353 Isaac Brock Drive,0,0,Hamilton,L8J2J3
